0,2.9555e+06,2.559e+06,5.2689e+06,1.3568e+06,2.5382e+06,3.5161e+06,4.4565e+05,4.6495e+05,1.5306e+06,2.1786e+06,3.4188e+06,2.2196e+05,4.1676e+05,3.1644e+06,2.9044e+06,1.2241e+06,8.2173e+05,1.0277e+06,2.5726e+06,1.1468e+06,9.862e+05,6.6432e+05,1.1526e+06,8.2976e+05,2.297e+06,2.6257e+06,1.6433e+06,7.6496e+05,1.3863e+06,1.5193e+06,5.9708e+05,3.1453e+06,3.8103e+06,3.1224e+06,3.9416e+06,1.876e+06,3.3608e+06,2.3424e+06,3.9544e+06,2.9392e+06,9.7433e+05,2.8526e+06,3.0387e+06,7.9666e+06,1.903e+06,2.402e+06,3.0898e+06,1.0887e+06,1.8466e+06,1.5364e+06,4.4601e+06,1.795e+06,2.1413e+06,2.8366e+05,3.8954e+06,1.1507e+06,3.6043e+06,3.4219e+06,1.911e+06,6.3999e+05,3.9662e+06,3.9571e+06,1.1297e+06,1.8765e+05,1.6375e+06,1.9651e+06,1.1573e+06,1.5843e+06,1.838e+06,1.591e+06,2.0159e+05,3.1511e+05,2.564e+06,1.332e+06,3.4015e+06,2.1751e+05,1.6508e+05,2.0274e+06,2.0995e+05,5.9118e+06,4.1071e+06,2.1952e+06,1.8405e+06,3.4216e+05,3.2418e+05,3.4798e+06,2.1495e+06,5.7262e+05,3.055e+05,3.8705e+06,2.1488e+05,5.0392e+05,8.7475e+05,3.8389e+06,3.2397e+06,6.5105e+05,7.9815e+05,4.0116e+06,6.7473e+05,1.461e+06,3.1548e+06,2.6615e+06,3.9391e+06,4.1214e+06,4.0967e+06,2.7734e+06,2.8691e+06,1.3409e+06,3.7971e+06,2.0865e+06,1.8674e+06,4.5225e+06,3.4322e+06,1.3669e+06,1.1601e+05,1.7707e+06,1.9902e+05,1.8119e+06,8.1728e+05,4.7259e+05,2.0395e+06,3.8249e+06,3.8567e+06,6.7311e+05,5.0324e+05,2.0704e+06,1.005e+06,1.9615e+06
2.9555e+06,0,4.3909e+05,4.2033e+06,2.0481e+06,9.9169e+05,1.4373e+06,2.6931e+06,3.3763e+06,1.8299e+06,1.3908e+06,1.2529e+06,3.1716e+06,2.5476e+06,1.8668e+06,3.6853e+05,2.4759e+06,2.2571e+06,2.3456e+06,6.9127e+05,1.8172e+06,2.014e+06,2.2927e+06,2.3481e+06,2.1516e+06,9.4883e+05,5.381e+05,1.3465e+06,2.1958e+06,1.6112e+06,1.7837e+06,3.5177e+06,2.1222e+06,8.6688e+05,3.6818e+05,1.7226e+06,1.5463e+06,4.5883e+05,9.0188e+05,1.2001e+06,4.7494e+05,2.0093e+06,1.517e+06,1.3546e+06,5.1925e+06,1.2452e+06,1.2152e+06,1.0423e+06,1.8813e+06,1.5532e+06,2.3929e+06,3.2935e+06,1.1605e+06,2.6605e+06,2.7607e+06,1.5275e+06,2.0582e+06,7.8353e+05,1.5295e+06,1.0838e+06,2.3324e+06,1.0696e+06,1.07e+06,1.8955e+06,3.1419e+06,1.5115e+06,2.7322e+06,1.8402e+06,1.5834e+06,1.8039e+06,1.907e+06,3.0733e+06,3.0135e+06,1.728e+06,1.8006e+06,1.8216e+06,2.9071e+06,3.0144e+06,1.6563e+06,2.9241e+06,5.066e+06,1.4304e+06,8.3629e+05,1.1606e+06,2.8479e+06,2.82e+06,5.293e+05,1.1628e+06,2.4166e+06,3.2487e+06,1.783e+06,3.143e+06,3.2232e+06,2.5352e+06,1.2646e+06,6.3337e+05,2.6229e+06,2.4061e+06,1.3787e+06,3.5863e+06,1.5156e+06,7.8131e+05,9.9048e+05,1.0075e+06,1.4447e+06,1.3908e+06,4.386e+06,92068,2.39e+06,1.9059e+06,1.2331e+06,1.2689e+06,3.2556e+06,1.6598e+06,1.5912e+06,3.0478e+06,1.2249e+06,2.767e+06,2.4234e+06,2.1383e+06,2.5195e+06,9.7309e+05,2.0676e+06,2.0216e+06,2.7628e+06,2.6584e+06,8.8911e+05,2.6234e+06,1.8195e+06
2.559e+06,4.3909e+05,0,4.4358e+06,1.609e+06,6.6694e+05,1.7278e+06,2.2743e+06,2.9927e+06,1.3914e+06,1.2931e+06,1.5482e+06,2.7712e+06,2.1592e+06,2.0133e+06,3.7827e+05,2.0369e+06,1.8335e+06,1.9086e+06,7.1352e+05,1.4403e+06,1.598e+06,1.8947e+06,1.9092e+06,1.7417e+06,5.3941e+05,5.79e+05,1.0091e+06,1.81e+06,1.2639e+06,1.5277e+06,3.1338e+06,2.2366e+06,1.2986e+06,5.7468e+05,2.0646e+06,1.364e+06,8.9663e+05,4.9909e+05,1.6275e+06,7.3689e+05,1.64e+06,1.6204e+06,1.5274e+06,5.6316e+06,8.0641e+05,8.5663e+05,1.2721e+06,1.4737e+06,1.1224e+06,1.9595e+06,3.5124e+06,7.7667e+05,2.2593e+06,2.3812e+06,1.8913e+06,1.6227e+06,1.2141e+06,1.7822e+06,7.7373e+05,1.9507e+06,1.5085e+06,1.5091e+06,1.4731e+06,2.7465e+06,1.0729e+06,2.3177e+06,1.4828e+06,1.3106e+06,1.38e+06,1.4712e+06,2.6885e+06,2.641e+06,1.7401e+06,1.3655e+06,2.0288e+06,2.4968e+06,2.6077e+06,1.2469e+06,2.5142e+06,5.2862e+06,1.8499e+06,3.9806e+05,8.4831e+05,2.4781e+06,2.4049e+06,9.5992e+05,1.0275e+06,2.0075e+06,2.8575e+06,2.1006e+06,2.7392e+06,2.8592e+06,2.1002e+06,1.6607e+06,9.9477e+05,2.1948e+06,1.9765e+06,1.7896e+06,3.2048e+06,1.1026e+06,1.0788e+06,7.1355e+05,1.4425e+06,1.8645e+06,1.8141e+06,3.9675e+06,3.7788e+05,1.9519e+06,2.1894e+06,8.1066e+05,1.0271e+06,3.49e+06,1.8962e+06,1.193e+06,2.6463e+06,8.0103e+05,2.3758e+06,2.0027e+06,1.746e+06,2.1397e+06,5.4033e+05,2.3335e+06,2.3006e+06,2.3319e+06,2.2372e+06,4.9529e+05,2.1853e+06,1.6792e+06
5.2689e+06,4.2033e+06,4.4358e+06,0,5.4862e+06,5.1023e+06,2.7753e+06,5.4082e+06,5.3427e+06,5.3774e+06,3.4879e+06,2.9581e+06,5.4349e+06,4.9802e+06,2.4617e+06,4.5705e+06,5.8128e+06,5.2242e+06,5.5434e+06,3.7439e+06,4.6026e+06,5.0019e+06,4.9554e+06,5.6436e+06,5.0064e+06,4.9193e+06,3.8605e+06,4.3016e+06,4.8051e+06,4.3811e+06,3.9538e+06,5.4242e+06,2.3134e+06,4.0241e+06,4.5247e+06,2.5991e+06,3.6965e+06,3.9486e+06,4.8954e+06,3.4402e+06,3.7407e+06,4.6118e+06,2.8752e+06,2.9117e+06,4.4761e+06,4.9541e+06,5.2733e+06,3.1741e+06,4.8575e+06,5.3042e+06,5.9406e+06,9.271e+05,4.4642e+06,6.475e+06,4.9909e+06,2.8346e+06,5.3128e+06,3.696e+06,2.6742e+06,4.2027e+06,4.8252e+06,3.8001e+06,3.7693e+06,5.011e+06,5.3573e+06,5.0565e+06,6.4464e+06,4.4855e+06,4.0391e+06,5.5685e+06,5.5106e+06,5.1973e+06,5.0379e+06,2.9438e+06,5.1405e+06,2.4071e+06,5.4138e+06,5.4288e+06,5.531e+06,5.42e+06,8.6881e+05,3.2334e+06,4.6387e+06,4.2061e+06,4.9357e+06,5.4292e+06,4.0969e+06,3.7081e+06,5.1316e+06,5.3646e+06,2.4826e+06,5.4631e+06,5.0511e+06,5.6129e+06,3.1716e+06,3.5965e+06,5.5168e+06,5.4084e+06,3.1883e+06,5.4318e+06,4.7438e+06,3.4225e+06,5.144e+06,3.9484e+06,3.2283e+06,3.295e+06,7.8867e+06,4.1822e+06,5.8147e+06,2.3131e+06,5.1071e+06,3.9691e+06,9.4821e+05,2.5479e+06,4.6683e+06,5.3794e+06,4.6994e+06,5.1128e+06,6.1221e+06,4.8363e+06,4.8871e+06,4.6517e+06,2.1405e+06,2.1962e+06,5.6598e+06,5.4234e+06,4.4431e+06,5.7881e+06,3.4474e+06
1.3568e+06,2.0481e+06,1.609e+06,5.4862e+06,0,1.318e+06,3.108e+06,9.2727e+05,1.8154e+06,2.2901e+05,2.0033e+06,2.9556e+06,1.5048e+06,1.1266e+06,3.0683e+06,1.8575e+06,4.2821e+05,5.6731e+05,3.652e+05,1.9834e+06,9.411e+05,5.9747e+05,8.9048e+05,3.1117e+05,7.0419e+05,1.1583e+06,1.9523e+06,1.19e+06,9.5986e+05,1.1174e+06,1.5899e+06,1.9367e+06,3.1762e+06,2.8979e+06,2.0786e+06,3.5093e+06,1.7939e+06,2.5051e+06,1.2101e+06,3.2222e+06,2.2393e+06,1.0292e+06,2.6662e+06,2.7313e+06,7.2405e+06,8.0367e+05,1.129e+06,2.6224e+06,6.8637e+05,5.6549e+05,4.5445e+05,4.579e+06,1.0894e+06,1.0501e+06,1.3494e+06,3.383e+06,2.4751e+05,2.8156e+06,3.0891e+06,1.3411e+06,1.0593e+06,3.1171e+06,3.1181e+06,5.1464e+05,1.5204e+06,5.4331e+05,9.7278e+05,1.0754e+06,1.4598e+06,4.835e+05,2.3696e+05,1.5499e+06,1.5973e+06,2.5428e+06,3.4628e+05,3.2132e+06,1.1912e+06,1.3142e+06,6.8308e+05,1.208e+06,6.2602e+06,3.4312e+06,1.2138e+06,1.3155e+06,1.4904e+06,1.0709e+06,2.5613e+06,1.8105e+06,8.4125e+05,1.6459e+06,3.4977e+06,1.4507e+06,1.8291e+06,5.7048e+05,3.2115e+06,2.5404e+06,7.5346e+05,5.6147e+05,3.3591e+06,2.0159e+06,7.4901e+05,2.5499e+06,1.4279e+06,3.0452e+06,3.4459e+06,3.4014e+06,2.4768e+06,1.9831e+06,3.5976e+05,3.5126e+06,8.8085e+05,1.5262e+06,4.5995e+06,3.1577e+06,8.1843e+05,1.3898e+06,8.9404e+05,1.2561e+06,6.6905e+05,8.7989e+05,1.1825e+06,1.0918e+06,3.6076e+06,3.6055e+06,8.3882e+05,8.7129e+05,1.2459e+06,5.9671e+05,2.0759e+06
2.5382e+06,9.9169e+05,6.6694e+05,5.1023e+06,1.318e+06,0,2.3861e+06,2.1682e+06,2.9998e+06,1.0911e+06,1.8541e+06,2.2044e+06,2.7265e+06,2.1888e+06,2.671e+06,6.6484e+05,1.7113e+06,1.7283e+06,1.6742e+06,1.368e+06,1.5717e+06,1.5583e+06,1.9081e+06,1.6271e+06,1.7179e+06,2.92e+05,1.2427e+06,1.309e+06,1.874e+06,1.4985e+06,1.9008e+06,3.135e+06,2.8836e+06,1.7116e+06,8.5165e+05,2.7042e+06,1.8445e+06,1.4163e+06,2.7452e+05,2.1662e+06,1.3906e+06,1.7712e+06,2.2708e+06,2.1923e+06,6.0423e+06,6.4503e+05,2.3696e+05,1.9379e+06,1.4892e+06,7.5271e+05,1.544e+06,4.1783e+06,1.0214e+06,1.6962e+06,2.4275e+06,2.5165e+06,1.4321e+06,1.7516e+06,2.4474e+06,1.1763e+06,2.0171e+06,1.9671e+06,1.9767e+06,1.4117e+06,2.7215e+06,9.0073e+05,1.7928e+06,1.6639e+06,1.6803e+06,9.307e+05,1.112e+06,2.7033e+06,2.6966e+06,2.3511e+06,1.2113e+06,2.6952e+06,2.422e+06,2.5434e+06,7.3962e+05,2.4398e+06,5.9512e+06,2.406e+06,5.7354e+05,1.2294e+06,2.5492e+06,2.3116e+06,1.401e+06,1.5817e+06,1.9658e+06,2.8434e+06,2.7517e+06,2.682e+06,2.9303e+06,1.8807e+06,2.2553e+06,1.617e+06,2.0341e+06,1.8178e+06,2.3625e+06,3.212e+06,1.1526e+06,1.7303e+06,1.2577e+05,1.8634e+06,2.4199e+06,2.3616e+06,3.4424e+06,9.7445e+05,1.5983e+06,2.8508e+06,4.5463e+05,1.4768e+06,4.1568e+06,2.5628e+06,1.289e+06,2.6024e+06,8.7394e+05,2.3834e+06,1.5084e+06,1.7932e+06,2.199e+06,6.7256e+05,2.9982e+06,2.9632e+06,2.1431e+06,2.1195e+06,8.2742e+05,1.9121e+06,2.1807e+06
3.5161e+06,1.4373e+06,1.7278e+06,2.7753e+06,3.108e+06,2.3861e+06,0,3.4274e+06,3.8207e+06,2.9345e+06,1.3417e+06,1.8437e+05,3.7342e+06,3.1126e+06,7.4926e+05,1.8058e+06,3.5134e+06,3.0757e+06,3.2995e+06,1.1307e+06,2.4589e+06,2.8128e+06,2.9454e+06,3.3543e+06,2.8927e+06,2.2539e+06,1.1954e+06,1.9929e+06,2.8021e+06,2.1958e+06,2.0055e+06,3.9512e+06,1.0269e+06,1.3632e+06,1.7495e+06,4.2591e+05,1.6457e+06,1.1841e+06,2.2198e+06,9.0916e+05,9.9568e+05,2.5763e+06,7.4847e+05,4.9399e+05,4.4856e+06,2.3995e+06,2.5844e+06,4.8665e+05,2.6533e+06,2.7569e+06,3.5339e+06,1.8819e+06,2.0205e+06,3.9431e+06,3.2509e+06,4.2896e+05,3.0162e+06,9.8239e+05,1.9021e+05,1.7804e+06,2.8956e+06,1.2235e+06,1.1922e+06,2.7536e+06,3.6775e+06,2.5867e+06,3.9697e+06,2.3974e+06,1.9362e+06,3.0295e+06,3.0489e+06,3.5547e+06,3.4366e+06,1.127e+06,2.781e+06,5.2602e+05,3.5594e+06,3.633e+06,2.9364e+06,3.573e+06,3.642e+06,8.5954e+05,2.0146e+06,1.8219e+06,3.2778e+06,3.5143e+06,1.349e+06,1.3868e+06,3.1164e+06,3.749e+06,3.8995e+05,3.7301e+06,3.5801e+06,3.4426e+06,6.0927e+05,8.2117e+05,3.4427e+06,3.2608e+06,7.5304e+05,3.9996e+06,2.3884e+06,6.5912e+05,2.4088e+06,1.3426e+06,8.6731e+05,8.9436e+05,5.5786e+06,1.4267e+06,3.4673e+06,4.6871e+05,2.4921e+06,1.6884e+06,1.8316e+06,3.2198e+05,2.3777e+06,3.6292e+06,2.219e+06,3.3185e+06,3.6422e+06,2.7864e+06,3.0447e+06,2.0772e+06,6.3478e+05,5.8435e+05,3.5979e+06,3.4148e+06,1.8858e+06,3.5832e+06,1.6591e+06
4.4565e+05,2.6931e+06,2.2743e+06,5.4082e+06,9.2727e+05,2.1682e+06,3.4274e+06,0,8.9114e+05,1.1175e+06,2.1258e+06,3.3101e+06,5.7765e+05,4.4208e+05,3.1714e+06,2.5962e+06,7.8169e+05,4.4675e+05,5.8507e+05,2.4012e+06,9.7091e+05,6.7942e+05,4.8665e+05,7.0738e+05,5.5323e+05,1.9486e+06,2.4293e+06,1.4605e+06,6.3733e+05,1.2334e+06,1.5062e+06,1.0097e+06,3.1943e+06,3.5589e+06,2.8184e+06,3.852e+06,1.8374e+06,3.1223e+06,1.9969e+06,3.7653e+06,2.743e+06,8.6021e+05,2.8216e+06,2.9727e+06,7.8075e+06,1.5536e+06,2.0125e+06,2.9725e+06,8.2085e+05,1.4469e+06,1.0923e+06,4.5594e+06,1.5482e+06,1.7062e+06,5.499e+05,3.7786e+06,7.4364e+05,3.3916e+06,3.3562e+06,1.7137e+06,5.8572e+05,3.738e+06,3.7322e+06,8.0184e+05,5.952e+05,1.2751e+06,1.5374e+06,1.0326e+06,1.5068e+06,1.4108e+06,1.1639e+06,6.4669e+05,7.329e+05,2.5793e+06,9.5923e+05,3.3831e+06,2.6394e+05,3.872e+05,1.6071e+06,2.809e+05,6.0977e+06,3.9388e+06,1.8901e+06,1.6522e+06,6.8177e+05,1.4514e+05,3.2224e+06,2.0407e+06,3.1112e+05,7.203e+05,3.7996e+06,5.2477e+05,9.4517e+05,4.3073e+05,3.6831e+06,3.0502e+06,2.0795e+05,3.6642e+05,3.8499e+06,1.0889e+06,1.1778e+06,2.9942e+06,2.2883e+06,3.6955e+06,3.9534e+06,3.9218e+06,2.5169e+06,2.6118e+06,8.9599e+05,3.7541e+06,1.7136e+06,1.7404e+06,4.6089e+06,3.386e+06,1.1178e+06,4.6337e+05,1.4733e+06,4.1673e+05,1.3689e+06,6.417e+05,5.3712e+05,1.7378e+06,3.8047e+06,3.8258e+06,2.7816e+05,57769,1.8057e+06,5.744e+05,1.9971e+06
4.6495e+05,3.3763e+06,2.9927e+06,5.3427e+06,1.8154e+06,2.9998e+06,3.8207e+06,8.9114e+05,0,1.9941e+06,2.4804e+06,3.7395e+06,3.2953e+05,8.3403e+05,3.3953e+06,3.3461e+06,1.6452e+06,1.2867e+06,1.4756e+06,2.9466e+06,1.5591e+06,1.4436e+06,1.1064e+06,1.5936e+06,1.2851e+06,2.7542e+06,3.0139e+06,2.0417e+06,1.183e+06,1.7778e+06,1.8181e+06,1.4141e+05,3.3387e+06,4.2206e+06,3.5614e+06,4.2421e+06,2.1772e+06,3.7664e+06,2.7987e+06,4.3262e+06,3.3239e+06,1.3694e+06,3.1216e+06,3.3322e+06,8.2995e+06,2.3618e+06,2.8665e+06,3.4207e+06,1.5351e+06,2.3115e+06,1.9596e+06,4.5844e+06,2.2202e+06,2.5361e+06,6.1624e+05,4.2172e+06,1.6145e+06,3.9934e+06,3.7097e+06,2.3106e+06,1.0442e+06,4.3624e+06,4.3514e+06,1.5889e+06,2.96e+05,2.0996e+06,2.3477e+06,1.5456e+06,1.9242e+06,2.2981e+06,2.0509e+06,3.0428e+05,3.8535e+05,2.8006e+06,1.7962e+06,3.6506e+06,6.3077e+05,5.1282e+05,2.49e+06,6.1532e+05,5.9277e+06,4.4641e+06,2.6394e+06,2.237e+06,5.496e+05,7.5229e+05,3.8951e+06,2.4915e+06,1.0344e+06,1.7201e+05,4.1571e+06,3.9198e+05,2.9159e+05,1.3057e+06,4.1892e+06,3.6173e+06,1.0856e+06,1.2542e+06,4.3647e+06,2.1348e+05,1.9049e+06,3.5147e+06,3.1236e+06,4.3445e+06,4.478e+06,4.4583e+06,2.9265e+06,3.288e+06,1.7693e+06,4.0616e+06,2.5493e+06,2.2284e+06,4.6594e+06,3.7042e+06,1.8008e+06,4.2858e+05,2.2156e+06,6.2185e+05,2.2291e+06,1.2477e+06,8.5684e+05,2.4835e+06,4.0698e+06,4.1105e+06,1.0698e+06,9.4847e+05,2.4996e+06,1.4113e+06,2.2e+06
1.5306e+06,1.8299e+06,1.3914e+06,5.3774e+06,2.2901e+05,1.0911e+06,2.9345e+06,1.1175e+06,1.9941e+06,0,1.8897e+06,2.777e+06,1.6933e+06,1.257e+06,2.9389e+06,1.6306e+06,6.4856e+05,7.1376e+05,5.8433e+05,1.8048e+06,9.2749e+05,6.5922e+05,9.9684e+05,5.4018e+05,7.9758e+05,9.301e+05,1.7626e+06,1.0782e+06,1.0351e+06,1.0556e+06,1.5439e+06,2.1204e+06,3.064e+06,2.6748e+06,1.8511e+06,3.3287e+06,1.7066e+06,2.288e+06,9.8193e+05,3.0116e+06,2.041e+06,1.0557e+06,2.531e+06,2.5771e+06,7.0206e+06,5.8513e+05,9.0828e+05,2.4479e+06,6.9796e+05,3.4044e+05,5.9937e+05,4.4626e+06,9.3244e+05,1.1061e+06,1.4901e+06,3.194e+06,3.7999e+05,2.6023e+06,2.9257e+06,1.1923e+06,1.1536e+06,2.8974e+06,2.8992e+06,5.3576e+05,1.7022e+06,3.4802e+05,1.0706e+06,1.0624e+06,1.3883e+06,3.3104e+05,1.3695e+05,1.7169e+06,1.7485e+06,2.4362e+06,2.9587e+05,3.068e+06,1.3803e+06,1.5038e+06,4.9878e+05,1.3976e+06,6.1669e+06,3.2246e+06,9.9967e+05,1.1774e+06,1.6279e+06,1.2626e+06,2.3391e+06,1.6775e+06,9.8444e+05,1.8275e+06,3.3244e+06,1.642e+06,1.9835e+06,7.9106e+05,3.0112e+06,2.3384e+06,9.5907e+05,7.5283e+05,3.1553e+06,2.1994e+06,6.4034e+05,2.3588e+06,1.2027e+06,2.8228e+06,3.2394e+06,3.1932e+06,2.6442e+06,1.7675e+06,5.6097e+05,3.3505e+06,6.5185e+05,1.4084e+06,4.4768e+06,3.0013e+06,7.4248e+05,1.5743e+06,7.1643e+05,1.4106e+06,7.4468e+05,9.4971e+05,1.2999e+06,8.8674e+05,3.4535e+06,3.4468e+06,1.0566e+06,1.0638e+06,1.0552e+06,8.2571e+05,2.0082e+06
