66.52,211,17.42,15.2,1.16,0,0,0.20186,5,4.16,20,168,249,56,0.77,0.312,0.019,12.8,5.2,0.351,0.269,3.317,0.701,0.53,21,0,21,21,0.65,88,26,26,0.094419,0.52093,0.25581,1.8372,0.25581,1.4186,0,5.04,6.8,2.02,80,239,270,40
53.78,246,7.59,13.65,1.88,23.09,4.1,4.3831,73,2.14,46,197,242,430,1.36,0.116,0.27,6.7,9.9308,0.101,0.143,0.984,0.253,0.173,29,1,28,29,0.39,70,4,21.308,0.73,6.4,0,42,0,10.577,3.9615,3.984,7.022,1.432,19,195,76.179,0
75.31,137,19.56,5.92,0.92,0,0,0,17,1.04,22,151,204,82,1.85,0.06,0.021,13.5,0,0.074,0.164,6.672,1.224,0.33,9,0,9,9,0.36,99,30,30,0.22,2.4,0,0,0,0,0,1.52,1.84,1.47,81,31,51,71
72.72,137,20.98,5.21,0.92,0,0,0,5,2.01,24,216,360,53,5.65,0.068,0.011,28.8,0,0.067,0.201,5.24,0.776,0.527,11,0,11,11,5.39,0,0,0,0.2,0,0,0,0,0,0,1.89,2.014,0.295,59,203.05,201.4,0
67.7,116,0.5,0.3,3.4,26.1,0.9,21.7,15,0.62,10.182,9,81,1248,0.55386,0.10955,0.19543,2.2023,0.2,0.10925,0.090886,1.1601,0.19043,0.082182,14.864,6.6818,6.7045,18.114,0.77568,336,26.227,7.7045,0.21432,0.93636,14.045,90.727,0.45455,1051.9,14.818,0,1.0558,0.64377,0,34,245.35,0
6.1,443,2.5,17.3,1.1,73,1,51.9,76,0.34,25,85,163,203,0.88,0.185,0.172,2.4,0.7,0.058,0.119,0.195,0.182,0.016,5,0,5,5,0.24,127,35,35,0.97,6.2,0,4,0,0,0,11.9,3.203,0.775,13,42.5,21,0
57.53,240,25.17,14.65,1.23,0,0,0,9,2.57,23,217,372,72,6.28,0.09,0.015,21.9,0,0.08,0.19,3.18,0.41,0.26,7,0,7,7,3.31,0,0,0,0.1782,0.5764,0,0.78652,0,0,0,5.98,5.93,0.55,76,191,85,46
22.3,277,3.8,1.2,2,70.7,4.6,66.1,33,1.7,42,181,1110,3,0.28,0.631,0.234,1.3,183,0.01,0.57,3.1,0.171,0.09,12,0,12,12,0,0,0,0,0.31,1.6,0,0,0,0,0,0.27,0.328,0.361,0,2.5,71.226,46
56.59,222,31.84,8.87,1.06,1.64,0.1,0.20186,16,1.19,30,233,259,76,1.1,0.057,0.026,23.9,0,0.082,0.131,13.742,1.001,0.58,6,2,4,7,0.34,50,15,15,0.094419,0.52093,0.25581,1.8372,0.25581,1.4186,0,2.45,3.5,1.96,89,59,98,17
70.73,155,21.22,7.17,1,0,0,0,25,1.55,22,195,328,54,3.7,0.072,0.012,23.9,0,0.066,0.102,6.257,0.61,0.579,11,0,11,11,1.09,0,0,0,0.31,1.2,0,0,0,0,0,2.978,2.924,0.277,35,182.68,201.4,0
89.9,41,1.5,1.3,1.6,5.69,1.6841,3.7045,45.477,1.9136,10.182,54.091,144.57,586,0.55386,0.10955,0.19543,2.2023,5.5,0.10925,0.090886,1.1601,0.19043,0.082182,14.864,6.6818,6.7045,18.114,0.77568,535.73,26.227,7.7045,0.21432,0.93636,14.045,90.727,0.45455,1051.9,14.818,0.54,0.46,0.062,4,60,245.35,0
73.4,117,2.9,3.5,1.2,19.1,0.1,31.829,100,0.15,14,200,129,246,0.33,0.026,0.019,2,0.8,0.033,0.136,0.084,0.266,0.037,4,0,4,4,0.3,105,24,23,0.71429,1.1943,0,15,0.37143,0,2.7714,2.1,0.96,0.24,11,147,587,0
64.67,188,26.79,8.21,1.11,0,0,0,6,2.18,17,166,217,35,4.49,0.064,0.009,27.4,0,0.062,0.143,4.682,0.528,0.352,8,0,8,8,1.49,0,0,0,0.38,1.3,0,0,0,0,0,3.007,3.405,0.305,93,330,85,4
92.99,28,1.6,0.82,1.06,3.54,0.3,3.7045,5,0.39,2,20,31,334,0.24,0.051,0.103,4.4,0.1,0.03,0.026,0.572,0.07,0.015,8,7,1,13,0.06,120,6,0,0.21432,0.93636,14.045,90.727,0.45455,1051.9,14.818,0.23,0.33,0.2,2,244,30.5,0
48.22,225,5.33,5.17,1.98,39.29,2.4,9.73,71,2.19,14,293,124,505,0.38,0.054,0.156,5.6,0.3,0.344,0.51,2.91,0.15,0.148,71,57,14,111,0.09,216,64,64,0.28,6.5,0,1,0,0,20,0.81,1.891,1.081,18,40.56,73,0
40,241,7.69,2.89,2.89,46.15,1.7,3.85,75.561,2.77,25.902,141.29,156.9,577,0.59122,0.12807,0.47641,9.122,0.16585,0.23193,0.23044,2.4087,0.26676,0.11463,51.732,28.22,12.317,60.317,0.10049,191.07,37.341,36.268,0.27537,2.5707,0.073171,7.5854,0.12195,0.073171,13.902,0.962,5.3301,2.4011,0,62,72.074,0
3.7,434,1,11.36,2.1,81.84,4.5,80.54,8,0.57,15,35,133,682,0.35,0.143,0.462,3.6,0.3,0.01,0.029,0.102,0.135,0.05,2,0,2,2,0,0,0,0,0.07,0.1,0,0,0,0,0,11.364,0,0,0,88,25,0
2.5,401,4.45,5.65,2.31,85.07,2.5,44.52,21,18.99,56,169,206,699,15.82,0.16,0.65,6.5,0.1,1.58,1.79,21.1,0.37,2.11,1556,1537,19,2632,0.02,144,7,0,0.64,1.5,43,65,0,0,969,1.43,1.11,0.8,0,26,20.021,0
61.7,188,30.66,6.32,1.21,0,0,0,24,3.05,20.971,250,459,82,6.4,0.12206,0.023029,13.1,9,0.03,0.11,4.89,0.58,0.21856,18,0,18,18,2.55,0,0,0,0.15059,1.4088,0,0,0,0,0,2.68,2.68,0.2,58,340,85,0
65.67,165,28.48,4.73,0.97,0.15,0,0,5,6.38,21,254,219,59,2.87,0.559,0.033,38.9,0,0.101,1.21,6.68,1.6,0.245,5,0,5,5,10.8,0,0,0,0.29,0.5,0,0,0,0,0,1.404,1.011,0.985,212,85,201.4,16
68.72,149,21.72,6.29,0.99,0,0,0,28,1.62,23,204,340,57,4.12,0.072,0.014,25.4,0,0.06,0.106,7.353,0.647,0.596,13,0,13,13,1.18,0,0,0,0.31,1.2,0,0,0,0,0,2.612,2.477,0.245,42,28.35,453.6,4
89.8,33,2,0.6,1.2,6.4,2.9,2.73,140,1.8,24,42,232,44,0.28,0.115,0.23,0.3,18,0.13,0.175,0.514,0.057,0.16,13,0,13,13,0,9917,496,0,3.4,193.9,0,5950,0,0,4709,0.146,0.012,0.262,0,105,102.86,0
91.2,28,1.9,0.4,0.87,5.63,2,1.25,72,0.9,18,28,228,259,0.24,0.156,0.416,0.9,41,0.053,0.07,0.5,0.049,0.138,13,0,13,13,0,13621,681,0,0.85,51.684,0,8173,0,0,18246,0.052,0.03,0.193,0,130,102.86,0
7.54,364,7.27,6.36,2.41,76.36,9.8,27.27,36,8.18,73,273,364,455,6.82,0.291,2.256,7,0,0.68,0.77,9.09,0.582,0.909,182,163,19,296,2.73,7,0,0,1.61,2.4,1,4,0,0,150,0.91,2.73,0.91,0,55,20.021,0
93,23,1.84,0.45,0.6,4.11,2.3,2.08,16,0.32,9,32,142,15,0.17,0.018,0.132,0.6,44.3,0.042,0.052,0.41,0.508,0.173,44,0,44,44,0,12,1,0,0.07,13.8,0,7,0,0,29,0.07,0.032,0.217,0,62,54,0
84.29,56,0.66,0.34,0.37,14.34,2.3265,1.2383,9,0.36,20,31,453,21,0.17,0.085,0.223,0.2,5.7,0.046,0.042,0.26,0.501,0.099,12,0,12,12,0,260,13,0,0.32831,51.684,31.422,743.61,2.5783,139.89,1082.1,0.027,0.063,0.148,0,178,89,0
89.7,36,1.5,0.2,1.6,7,1.4,3.7045,12,2.24,16,30,270,430,0.17,0.096,0.19543,0.4,4,0.05,0.03,1.08,0.19043,0.149,19,0,19,19,0,550,28,0,0.21432,0.93636,14.045,90.727,0.45455,1051.9,14.818,0.029,0.016,0.107,0,255.56,245.35,0
47.49,332,24.01,23.61,0.65,4.24,0.025581,0.20186,31,2.42,19,132,180,82,3.07,0.13,0.052,18.6,0,0.078,0.259,5.348,0.982,0.25,11,5,6,15,0.26,190,57,57,0.094419,0.52093,0.25581,1.8372,0.25581,1.4186,0,6.32,9.7,5.47,94,11,36,29
84.36,53,3.4,0.47,0.62,11.15,3.4,1.2383,27,1.09,18,60,194,79,0.52,0.089,0.235,1.2,11.2,0.19,0.081,1.412,0.199,0.101,36,0,36,36,0,9497,475,0,0.32831,51.684,31.422,743.61,2.5783,139.89,1082.1,0.084,0.039,0.221,0,70,284,0
92.93,22,2.47,0.31,0.62,3.67,2.5,1.2383,118,1.51,27,27,184,12,0.17,0.057,0.369,0.9,26.8,0.044,0.091,0.383,0.14,0.1,74,0,74,74,0,6184,309,0,0.32831,51.684,31.422,743.61,2.5783,139.89,1082.1,0.073,0.02,0.125,0,82,284,0
10.71,384,1.05,5.44,0.34,82.28,0,79.77,34,0.02,3,28,46,51,0.13,0.008,0.007,1.7,0,0.011,0.074,0.039,0.12,0.009,1,0,1,1,0.08,168,46,45,0.14,0.5,0,10,0,0,0,2.807,1.164,0.085,15,50.825,32.01,0
10.4,361,10.2,1.3,3.2,75,2.8,0.4,303,28.6,33,282,130,391,0.97,0.185,1.3242,20,0,0.5,0.2,4.2,0.474,0.091,121,87,34,182,0,0,0,0,0.11,0.5,0,0,0,0,16,0.207,0.178,0.718,0,176,11,0
87.69,49,0.64,0.4,0.58,10.68,0.6,8.68,100,0.33,11,24,79,91,0.16,0.073,0.073,0.7,2.2,0.006,0.06,0.75,0.03,0.007,1,0,1,1,0.06,200,60,60,0.01,0,0,0,0,0,0,0.31,0.049,0.009,0,244,30.5,0
