0,1.6184e+07,2.2907e+06,6.9824e+05,3.1647e+06,1.0498e+07,2.8531e+06,1.7737e+07,9.4796e+06,1.7803e+06,7.818e+06,7.6976e+06,3.6815e+05,2.0803e+06,1.1229e+06,5.2712e+05,8.5101e+06,7.3464e+06,1.3749e+06,8.3195e+05,1.618e+07,6.3324e+05,8.1872e+05,2.417e+06,1.7899e+06,1.1449e+07,3.9724e+06,7.9605e+06,9.284e+06,1.0274e+07,7.531e+06,7.2608e+06,8.1649e+06,8.31e+06,9.215e+05,1.1405e+07,4.8889e+06,1.366e+07,6.3538e+06,4.9835e+05,1.0132e+07,1.5091e+05,1.0588e+06,7.3871e+06,1.955e+05,8.5565e+06,9.4738e+06,8.689e+05,1.9344e+06,7.2936e+06,1.5991e+06,1.7344e+07,9.4067e+06,1.0619e+07,6.1422e+06,1.1727e+07,9.6613e+06,7.4215e+06,6.9921e+06,1.0546e+07,1.017e+07,3.8075e+05,1.0227e+07,2.1108e+06,4.1911e+05,6.394e+05,1.3563e+06,1.8623e+06,4.064e+05,1.05e+07,1.6246e+06,8.6866e+06,5.215e+06,1.6783e+07,8.6226e+06,1.5178e+06,1.1386e+07,2.4213e+06,1.3628e+06,9.0736e+06,9.084e+06,7.3702e+06,8.6876e+06,2.1631e+06,6.7575e+06,2.4536e+05,2.5314e+06,9.0965e+06,8.089e+05,8.4132e+06,7.3228e+06,9.7629e+05,1.4595e+07,7.601e+05,1.4089e+07,1.3444e+06,8.9319e+06,1.3222e+06,9.6685e+06,1.9891e+06,8.4546e+06,1.1913e+07,1.8952e+06,9.8523e+06,8.8887e+06,1.0854e+07,2.4124e+06,1.2058e+06,1.6735e+07,9.5977e+06,4.6117e+06,9.1161e+06,2.933e+06,1.642e+06,8.4749e+06,1.5869e+06,8.0956e+06,1.5806e+06,1.8226e+07,1.3081e+06
1.6184e+07,0,1.6046e+07,1.5901e+07,1.3613e+07,1.3129e+07,1.4297e+07,3.2516e+06,6.7226e+06,1.618e+07,8.5932e+06,1.591e+07,1.6515e+07,1.4741e+07,1.5323e+07,1.6351e+07,1.5249e+07,9.1564e+06,1.6397e+07,1.5627e+07,1.6091e+06,1.6424e+07,1.5963e+07,1.4297e+07,1.4895e+07,1.2111e+07,1.3317e+07,8.2803e+06,6.9587e+06,1.0177e+07,1.6263e+07,1.649e+07,1.3963e+07,7.9097e+06,1.535e+07,1.2282e+07,1.6736e+07,2.6068e+06,1.1238e+07,1.6591e+07,9.5878e+06,1.6295e+07,1.5667e+07,1.6445e+07,1.6361e+07,1.4638e+07,1.4275e+07,1.554e+07,1.4538e+07,1.5858e+07,1.4585e+07,1.1609e+06,6.8413e+06,1.3199e+07,1.024e+07,4.5484e+06,1.006e+07,1.6055e+07,1.2685e+07,5.7084e+06,1.365e+07,1.628e+07,1.3604e+07,1.7131e+07,1.6386e+07,1.6254e+07,1.5974e+07,1.6668e+07,1.6336e+07,5.7872e+06,1.593e+07,1.3671e+07,1.2127e+07,6.5383e+05,1.4138e+07,1.5635e+07,1.2127e+07,1.3788e+07,1.546e+07,7.5502e+06,7.7548e+06,1.0987e+07,7.6943e+06,1.5165e+07,9.5382e+06,1.6243e+07,1.3998e+07,7.6949e+06,1.5377e+07,1.5195e+07,1.6479e+07,1.6139e+07,2.1348e+06,1.6557e+07,2.9547e+06,1.5256e+07,7.2848e+06,1.6504e+07,1.3597e+07,1.5333e+07,1.4699e+07,1.1842e+07,1.4289e+07,1.3514e+07,7.5318e+06,5.3901e+06,1.4469e+07,1.498e+07,1.1432e+06,8.9295e+06,1.1922e+07,7.8148e+06,1.5036e+07,1.5388e+07,1.4393e+07,1.5108e+07,8.6726e+06,1.4806e+07,3.2268e+06,1.5689e+07
2.2907e+06,1.6046e+07,0,1.7324e+06,2.6241e+06,9.3593e+06,1.8348e+06,1.929e+07,9.7591e+06,5.1044e+05,9.1294e+06,6.7912e+06,2.0913e+06,1.7213e+06,1.9224e+06,1.774e+06,8.5765e+06,6.9974e+06,9.3636e+05,1.8617e+06,1.7038e+07,1.685e+06,1.563e+06,2.12e+06,1.774e+06,1.0142e+07,2.7307e+06,8.1515e+06,1.0149e+07,7.9932e+06,7.5465e+06,6.6391e+06,9.6607e+06,9.1657e+06,2.2147e+06,1.0296e+07,3.1858e+06,1.4185e+07,4.8868e+06,1.9691e+06,7.9384e+06,2.1716e+06,1.5446e+06,7.0163e+06,2.1816e+06,9.3578e+06,9.5271e+06,1.936e+06,3.9534e+06,8.1155e+06,3.0296e+06,1.692e+07,1.0278e+07,9.9238e+06,7.5443e+06,1.1657e+07,7.4553e+06,7.946e+06,4.729e+06,1.0578e+07,9.5173e+06,1.912e+06,9.9346e+06,1.09e+06,1.9008e+06,1.6515e+06,1.002e+06,7.068e+05,1.8964e+06,1.1385e+07,7.4858e+05,1.0079e+07,3.9271e+06,1.6674e+07,9.7618e+06,1.0872e+06,1.0026e+07,3.3373e+06,1.4379e+06,1.0537e+07,1.0729e+07,5.4955e+06,9.8881e+06,1.0719e+06,6.8447e+06,2.046e+06,2.5329e+06,1.0704e+07,2.6289e+06,8.7577e+06,6.8253e+06,1.3305e+06,1.3954e+07,1.612e+06,1.5303e+07,1.7343e+06,9.1678e+06,3.4594e+06,8.2029e+06,9.888e+05,7.0139e+06,1.091e+07,3.221e+06,8.4615e+06,1.0131e+07,1.0902e+07,1.8534e+06,2.7219e+06,1.7116e+07,7.7356e+06,4.3323e+06,1.0823e+07,1.0263e+06,1.2337e+06,9.5356e+06,1.6695e+06,9.7583e+06,2.2178e+06,1.9152e+07,1.2533e+06
6.9824e+05,1.5901e+07,1.7324e+06,0,2.5454e+06,1.0517e+07,2.1672e+06,1.811e+07,9.1854e+06,1.2384e+06,7.8438e+06,7.761e+06,7.5941e+05,1.4189e+06,5.8023e+05,4.6279e+05,8.8726e+06,6.8615e+06,9.2694e+05,2.7741e+05,1.6197e+07,5.2316e+05,1.7068e+05,1.7943e+06,1.1515e+06,1.1417e+07,3.2915e+06,7.621e+06,9.1676e+06,9.6483e+06,7.8661e+06,7.4074e+06,8.8244e+06,8.1782e+06,6.2277e+05,1.1446e+07,4.6275e+06,1.35e+07,5.6739e+06,7.5693e+05,9.4571e+06,6.5728e+05,3.6471e+05,7.6111e+06,7.1039e+05,9.0954e+06,9.8453e+06,3.7019e+05,2.2447e+06,7.824e+06,1.5094e+06,1.7042e+07,9.2939e+06,1.0789e+07,6.1846e+06,1.1367e+07,8.9915e+06,7.8852e+06,6.3561e+06,1.0197e+07,1.0348e+07,4.5463e+05,1.0514e+07,1.8629e+06,5.43e+05,3.5376e+05,7.3585e+05,1.4792e+06,4.9572e+05,1.0405e+07,1.0049e+06,9.334e+06,4.5439e+06,1.6539e+07,9.2282e+06,8.3043e+05,1.1333e+07,2.1543e+06,6.7036e+05,9.1719e+06,9.2573e+06,6.672e+06,8.6812e+06,1.4665e+06,6.3716e+06,5.1768e+05,1.9798e+06,9.2541e+06,9.1762e+05,8.8456e+06,7.5082e+06,4.3586e+05,1.4133e+07,6.6023e+05,1.4157e+07,7.1319e+05,8.6181e+06,2.0198e+06,9.5574e+06,1.2958e+06,8.3411e+06,1.1997e+07,1.7746e+06,9.7719e+06,8.9001e+06,1.0513e+07,1.7504e+06,1.1251e+06,1.6637e+07,8.9005e+06,4.0921e+06,9.3169e+06,2.2586e+06,9.4383e+05,9.065e+06,9.3491e+05,8.2691e+06,1.0973e+06,1.8558e+07,6.1592e+05
3.1647e+06,1.3613e+07,2.6241e+06,2.5454e+06,0,1.1812e+07,8.2603e+05,1.6697e+07,7.1356e+06,2.5936e+06,6.8469e+06,9.3823e+06,3.3045e+06,1.1567e+06,2.0422e+06,2.988e+06,1.1138e+07,4.4568e+06,2.7867e+06,2.3393e+06,1.4418e+07,3.01e+06,2.5228e+06,7.5157e+05,1.394e+06,1.2467e+07,1.1057e+06,5.5277e+06,7.6034e+06,8.3107e+06,1.0107e+07,9.2624e+06,1.1318e+07,6.6413e+06,2.3043e+06,1.2729e+07,5.6223e+06,1.1563e+07,3.3031e+06,3.2948e+06,7.7303e+06,3.1755e+06,2.2063e+06,9.6337e+06,3.2371e+06,1.1614e+07,1.2103e+07,2.2958e+06,3.4609e+06,1.034e+07,2.3188e+06,1.4666e+07,7.7319e+06,1.2513e+07,5.4476e+06,9.0992e+06,7.3366e+06,1.0331e+07,5.2182e+06,7.9857e+06,1.2119e+07,3e+06,1.2558e+07,3.5958e+06,3.0858e+06,2.8422e+06,2.372e+06,3.0968e+06,3.04e+06,8.82e+06,2.3189e+06,1.1849e+07,2.1442e+06,1.4266e+07,1.1773e+07,2.0325e+06,1.2319e+07,1.794e+06,1.9296e+06,8.293e+06,8.6326e+06,4.595e+06,7.4976e+06,1.5855e+06,4.221e+06,3.0486e+06,7.4587e+05,8.5739e+06,2.7118e+06,1.1233e+07,9.4487e+06,2.6083e+06,1.1667e+07,3.0948e+06,1.2741e+07,1.8354e+06,6.5444e+06,4.4181e+06,1.051e+07,1.7342e+06,9.3921e+06,1.3372e+07,2.2339e+06,1.0808e+07,7.755e+06,8.3096e+06,8.5825e+05,2.3945e+06,1.4579e+07,6.6788e+06,1.7175e+06,8.7859e+06,1.9241e+06,1.7889e+06,1.161e+07,1.6127e+06,7.7446e+06,1.6458e+06,1.6817e+07,2.1239e+06
1.0498e+07,1.3129e+07,9.3593e+06,1.0517e+07,1.1812e+07,0,1.0992e+07,1.1216e+07,1.7411e+07,9.6112e+06,1.8289e+07,2.8103e+06,1.0132e+07,1.108e+07,1.1012e+07,1.016e+07,3.7514e+06,1.4902e+07,9.6859e+06,1.0781e+07,1.3307e+07,1.0056e+07,1.0389e+07,1.1464e+07,1.1109e+07,1.0368e+06,1.1286e+07,1.6572e+07,1.9078e+07,7.2652e+06,4.0798e+06,3.3766e+06,7.8969e+06,1.8393e+07,1.1139e+07,9.3802e+05,6.2061e+06,1.5732e+07,1.1622e+07,1.0017e+07,8.5287e+06,1.036e+07,1.0592e+07,3.5407e+06,1.0303e+07,5.6703e+06,3.4969e+06,1.0877e+07,1.2314e+07,5.9807e+06,1.2016e+07,1.2042e+07,1.9137e+07,1.3966e+06,1.6624e+07,1.6139e+07,8.4207e+06,5.2138e+06,8.097e+06,1.672e+07,1.4783e+06,1.0279e+07,2.5097e+06,8.7e+06,1.018e+07,1.0191e+07,1.0078e+07,9.1671e+06,1.0223e+07,1.8815e+07,9.951e+06,7.5091e+06,1.1716e+07,1.2639e+07,6.6762e+06,1.0336e+07,1.0776e+06,1.2612e+07,1.0652e+07,1.8897e+07,1.8241e+07,1.041e+07,1.9182e+07,1.0417e+07,1.5557e+07,1.0362e+07,1.1887e+07,1.8386e+07,1.1284e+07,4.4666e+06,3.4395e+06,1.0133e+07,1.3637e+07,9.899e+06,1.533e+07,1.0941e+07,1.7145e+07,1.0378e+07,1.492e+06,1.0348e+07,2.4337e+06,1.5609e+06,1.2291e+07,1.147e+06,1.9343e+07,1.6702e+07,1.1181e+07,1.1617e+07,1.2785e+07,1.0578e+07,1.3292e+07,1.7993e+07,9.8888e+06,1.0544e+07,6.4439e+06,1.0964e+07,1.7833e+07,1.1459e+07,1.0876e+07,1.0411e+07
2.8531e+06,1.4297e+07,1.8348e+06,2.1672e+06,8.2603e+05,1.0992e+07,0,1.7468e+07,7.9325e+06,1.8836e+06,7.6368e+06,8.5605e+06,2.9027e+06,8.1105e+05,1.8022e+06,2.5525e+06,1.0401e+07,5.1745e+06,2.1552e+06,2.035e+06,1.5203e+07,2.5447e+06,2.0927e+06,7.4398e+05,1.1244e+06,1.1667e+07,1.1268e+06,6.3272e+06,8.4294e+06,7.9775e+06,9.3692e+06,8.4581e+06,1.0977e+07,7.4663e+06,2.1375e+06,1.1912e+07,4.7974e+06,1.2353e+07,3.5076e+06,2.8589e+06,7.5479e+06,2.8244e+06,1.8027e+06,8.85e+06,2.8765e+06,1.1033e+07,1.1357e+07,2.0251e+06,3.6358e+06,9.7658e+06,2.4705e+06,1.5293e+07,8.5579e+06,1.1689e+07,6.1877e+06,9.834e+06,7.1173e+06,9.6855e+06,4.7598e+06,8.7448e+06,1.1298e+07,2.6036e+06,1.1762e+07,2.8587e+06,2.6701e+06,2.3945e+06,1.7841e+06,2.3745e+06,2.6315e+06,9.6455e+06,1.6608e+06,1.1471e+07,2.3892e+06,1.4945e+07,1.1298e+07,1.4652e+06,1.1524e+07,2.233e+06,1.4973e+06,9.0807e+06,9.3923e+06,4.567e+06,8.3082e+06,8.7475e+05,5.0208e+06,2.684e+06,1.108e+06,9.3404e+06,2.6129e+06,1.0546e+07,8.6537e+06,2.098e+06,1.2279e+07,2.5945e+06,1.3565e+07,1.5356e+06,7.341e+06,4.1692e+06,9.7081e+06,1.0563e+06,8.5775e+06,1.2553e+07,2.4871e+06,1e+07,8.564e+06,9.0684e+06,5.2291e+05,2.4049e+06,1.5313e+07,6.7637e+06,2.5025e+06,9.534e+06,1.104e+06,1.257e+06,1.1107e+07,1.2878e+06,8.4811e+06,1.5996e+06,1.7523e+07,1.6196e+06
1.7737e+07,3.2516e+06,1.929e+07,1.811e+07,1.6697e+07,1.1216e+07,1.7468e+07,0,9.5655e+06,1.9204e+07,1.0384e+07,1.3863e+07,1.803e+07,1.7684e+07,1.7742e+07,1.8257e+07,1.2179e+07,1.2297e+07,1.9037e+07,1.79e+07,2.2814e+06,1.8368e+07,1.8274e+07,1.7258e+07,1.77e+07,1.0379e+07,1.6561e+07,1.1174e+07,9.2541e+06,1.1796e+07,1.321e+07,1.4065e+07,1.0989e+07,1.0244e+07,1.7524e+07,1.0278e+07,1.7267e+07,5.1361e+06,1.4448e+07,1.8172e+07,1.1714e+07,1.7881e+07,1.8163e+07,1.3716e+07,1.7894e+07,1.1389e+07,1.1225e+07,1.781e+07,1.5883e+07,1.2623e+07,1.6647e+07,2.4277e+06,9.125e+06,1.0741e+07,1.201e+07,7.6373e+06,1.2205e+07,1.281e+07,1.4978e+07,8.7236e+06,1.1158e+07,1.8106e+07,1.0787e+07,1.9618e+07,1.8157e+07,1.8325e+07,1.8715e+07,1.9588e+07,1.8141e+07,8.0116e+06,1.8864e+07,1.0597e+07,1.5378e+07,2.6305e+06,1.0953e+07,1.8479e+07,1.048e+07,1.6192e+07,1.8155e+07,9.0084e+06,8.8784e+06,1.3945e+07,9.5896e+06,1.8278e+07,1.2479e+07,1.7973e+07,1.6866e+07,8.8893e+06,1.7198e+07,1.2003e+07,1.3894e+07,1.8545e+07,5.356e+06,1.8496e+07,4.1206e+06,1.7859e+07,1.0156e+07,1.6779e+07,1.2285e+07,1.8401e+07,1.3494e+07,9.6835e+06,1.6414e+07,1.2049e+07,9.3548e+06,8.3998e+06,1.7503e+07,1.7005e+07,2.1742e+06,1.1729e+07,1.4982e+07,8.8078e+06,1.8287e+07,1.8267e+07,1.1187e+07,1.7852e+07,9.8629e+06,1.7344e+07,4.9033e+05,1.8389e+07
9.4796e+06,6.7226e+06,9.7591e+06,9.1854e+06,7.1356e+06,1.7411e+07,7.9325e+06,9.5655e+06,0,9.6929e+06,3.2909e+06,1.6357e+07,9.7976e+06,8.1571e+06,8.6111e+06,9.6297e+06,1.7903e+07,3.0122e+06,9.7907e+06,8.9092e+06,7.2843e+06,9.7067e+06,9.2585e+06,7.7153e+06,8.2526e+06,1.6878e+07,7.2672e+06,1.6083e+06,1.698e+06,1.0147e+07,1.6999e+07,1.6387e+07,1.452e+07,1.8803e+06,8.6277e+06,1.7504e+07,1.251e+07,4.4295e+06,6.2324e+06,9.8692e+06,8.8826e+06,9.5826e+06,8.9762e+06,1.6757e+07,9.6497e+06,1.6644e+07,1.8722e+07,8.8208e+06,8.0861e+06,1.5912e+07,7.8879e+06,7.8782e+06,1.7307e+06,1.8799e+07,4.3118e+06,2.3206e+06,8.9936e+06,1.6482e+07,9.6147e+06,1.1816e+06,1.88e+07,9.5572e+06,1.9693e+07,1.0699e+07,9.6632e+06,9.5392e+06,9.3591e+06,1.0194e+07,9.613e+06,2.2089e+06,9.3841e+06,1.4984e+07,6.467e+06,7.3541e+06,1.5758e+07,9.0359e+06,1.6705e+07,7.0677e+06,8.8038e+06,3.6562e+06,4.3487e+06,7.2088e+06,2.7593e+06,8.7124e+06,2.9146e+06,9.523e+06,7.3603e+06,4.2026e+06,8.6831e+06,1.7492e+07,1.6584e+07,9.4574e+06,5.3162e+06,9.845e+06,5.7533e+06,8.5696e+06,5.9154e+05,1.0109e+07,1.6074e+07,8.8433e+06,1.5593e+07,1.7651e+07,7.5919e+06,1.6397e+07,2.8836e+06,1.4346e+06,7.9422e+06,8.2744e+06,7.5164e+06,6.8341e+06,5.43e+06,4.6084e+06,8.9459e+06,8.792e+06,1.5937e+07,8.4518e+06,4.4377e+06,8.0974e+06,9.7389e+06,9.0452e+06
1.7803e+06,1.618e+07,5.1044e+05,1.2384e+06,2.5936e+06,9.6112e+06,1.8836e+06,1.9204e+07,9.6929e+06,0,8.8264e+06,6.9633e+06,1.5878e+06,1.5415e+06,1.5005e+06,1.2646e+06,8.5446e+06,7.0411e+06,4.4041e+05,1.3938e+06,1.6962e+07,1.1778e+06,1.0678e+06,1.9788e+06,1.5053e+06,1.0439e+07,2.9082e+06,8.0867e+06,9.9544e+06,8.5014e+06,7.5132e+06,6.7414e+06,9.3209e+06,8.9635e+06,1.7604e+06,1.0549e+07,3.5149e+06,1.4118e+07,5.1759e+06,1.47e+06,8.426e+06,1.6617e+06,1.0947e+06,7.0648e+06,1.673e+06,9.1691e+06,9.5092e+06,1.4753e+06,3.4764e+06,7.9093e+06,2.6104e+06,1.7157e+07,1.0083e+07,1.0081e+07,7.2091e+06,1.1692e+07,7.9455e+06,7.8034e+06,5.2319e+06,1.0577e+07,9.6602e+06,1.4016e+06,1e+07,1.0072e+06,1.3923e+06,1.1411e+06,5.313e+05,5.0393e+05,1.3867e+06,1.1198e+07,3.401e+05,9.7647e+06,4.1524e+06,1.6828e+07,9.5015e+06,7.2551e+05,1.0333e+07,3.0166e+06,1.057e+06,1.0211e+07,1.0362e+07,5.8969e+06,9.6157e+06,1.0174e+06,6.7859e+06,1.5356e+06,2.3549e+06,1.0346e+07,2.1478e+06,8.665e+06,6.9008e+06,8.2437e+05,1.4149e+07,1.1135e+06,1.5083e+07,1.3565e+06,9.1048e+06,2.964e+06,8.5211e+06,8.5953e+05,7.3171e+06,1.1145e+07,2.8253e+06,8.7641e+06,9.8515e+06,1.0901e+07,1.7555e+06,2.277e+06,1.7173e+07,8.1447e+06,4.3085e+06,1.0443e+07,1.354e+06,9.3858e+05,9.2908e+06,1.3525e+06,9.3829e+06,1.8675e+06,1.9406e+07,8.3433e+05
